"Speaker","F1_DRESS","F2_DRESS","F1_FLEECE","F2_FLEECE","F1_GOOSE","F2_GOOSE","F1_KIT","F2_KIT","F1_LOT","F2_LOT","F1_NURSE","F2_NURSE","F1_START","F2_START","F1_STRUT","F2_STRUT","F1_THOUGHT","F2_THOUGHT","F1_TRAP","F2_TRAP"
"CC_f_007",0.0574806006830221,0.177987911258755,-0.0919259369293411,0.0813136362425742,-0.0250378146076423,-0.0333714974888296,0.0328884436003006,-0.0237600612799727,0.114642190001647,-0.0284107267040785,0.0810443417416269,-0.0684668320508247,-0.00265126780022692,-0.011859615338517,0.00738319537322944,-0.0581129397270296,-0.301501884753756,-0.00184392537380583,0.0247795232090339,-0.0414203216409181
"CC_f_010",0.117221243364191,-0.148541107608534,-0.369166782887647,0.415749330689506,-0.0710361232789672,0.0793445382931316,-0.158307133132724,0.0187867340502025,0.204943121947303,0.121798900889718,0.190009330926979,-0.284641438101364,-0.0166616484979722,-0.156968972131066,-0.219442726383251,0.0718819721392265,0.212961667873309,0.0126587938895519,0.256532523190881,-0.225829686496903
"CC_f_020",0.263386489292462,-0.099228018885454,-0.0563578589502477,-0.30438562262198,0.0259387066080336,0.213854252677981,0.157969558349624,0.176771934610032,-0.0569606616964403,0.101813298811354,-0.111908825594415,0.189396520242557,0.0107757921744717,0.214323823878614,0.0980392312718686,0.149374490781877,-0.00531106538172828,-0.331070285371759,-0.319861749074911,-0.261881194563423
"CC_f_024",0.0426727564406977,-0.250332105153919,0.105942500223314,0.0318105313984558,-0.0897342214008432,0.0746785632231262,0.0139258772607525,0.0247972745452,-0.0242113108303122,-0.115696995144978,0.102881107237806,0.108274972746778,0.00958765827474073,-0.0676591780494114,0.068521184039246,0.0084416700478816,-0.00317990200482848,0.0128443807772046,-0.221767552634302,-0.00653497181651088
"CC_f_025",-0.0355605171685145,-0.137188097850347,-0.0134369379677476,-0.252724244087754,0.0216144750042399,-0.140298171443196,-0.0363366996273811,0.273618049619319,-0.0235508744632414,0.222586336558954,-0.152425526614667,0.213152258572511,-0.0534149160365159,0.298105963147709,0.195691348224762,0.347039286636358,0.224689349956968,-0.316982414845027,-0.188764812523534,0.0770550635674054
"CC_f_027",-0.09443129340222,-0.551355826373435,-0.00621467995099184,-0.829498016044598,0.122824715572649,0.253997403858039,0.294746989295037,0.157987090463129,-0.00228708799525253,0.00953032322842582,0.0136750484339014,0.276135727209738,-0.00729611811986205,0.163126652825629,0.0123186840420547,0.171237990557933,-0.267755867923631,0.0149443708607077,0.079468987546818,0.118507769006003
"CC_f_033",0.00316033855276744,0.159127205155834,-0.098677140663895,0.0961646233652299,0.0229940970193975,-0.0798653645364184,-0.141290941082422,0.173336820001657,0.131523583947668,0.216714262662356,0.0860577602311148,-0.317415166952361,0.0276131582351814,-0.0745031836703011,-0.111661520856538,-0.00474998693651073,-0.0619319052294502,-0.112931001734099,0.201122844783714,-0.096889598871445
"CC_f_040",-0.00340585341957314,0.0707836461554882,0.098726786767739,-0.0912232734698096,0.0372247703949262,0.0950031317159158,0.246314635531754,0.0439262495716318,0.052628823917844,0.107995274939247,-0.2330017217135,0.181674505974273,-0.106753293415849,-0.0822990325358487,0.187374001227095,0.0752574660626237,-0.0999842722117681,-0.244904310609031,-0.0881811501995156,-0.0472150769361134
"CC_f_051",-0.0219811004918798,0.132823122520436,-0.0427694686205463,0.0548033248820339,-0.0113662807821408,0.0455489119845729,0.217701896710464,-0.12403550515795,0.133410532395634,-0.0173129185576852,-0.0431495401916656,-0.300864055433377,-0.0586073680151553,-0.0463075964866671,0.00947943939404513,-0.0431365129318687,-0.0601420373689536,-0.111435169671241,0.0649590910739817,0.0260804473440082
"CC_f_052",-0.10843266143652,0.0241473591757852,-0.06045562738608,0.152822619469514,-0.0909306596054788,-0.13100309055587,-0.033044418378267,-0.033709354082479,0.182999052152785,-0.187724186757425,0.0308242298204219,-0.13557343002028,-0.0307254460471873,-0.288415179797797,0.0141812207050302,-0.149977872396333,0.27464320057841,0.453493559391792,-0.18502260225672,0.0508066198688742
"CC_f_054",0.0175963644533421,-0.415728244541223,-0.0206480745464139,-0.670788496996179,-0.0305070036088587,0.192678124916833,0.071864181405616,0.322520892236088,0.0227015143585083,0.175153699530549,0.0567227144176207,0.416427885139561,-0.0267487728241793,0.502089721039814,-0.0093672716820417,0.512219667702788,-0.309869787544073,-0.658740229330719,0.129983969480888,-0.210777197720005
"CC_f_055",0.0254445796627796,0.0729657579253857,0.0482112575390769,-0.0840858021134469,0.0691586550122645,-0.000811237661001517,0.100761306853306,-0.105217938615046,-0.157367251888074,0.0759487906012527,-0.119105388883383,-0.0451641854974641,0.0174635011229278,0.0919034731859443,0.0159052979732542,0.0801902154954193,0.148826661027045,-0.08867887356553,-0.176407928865194,-0.0643772803217657
"CC_f_057",0.140350904924773,0.0502019043360089,0.227548233495458,0.0488996575070174,-0.025134164587639,-0.0636874374303033,0.147765063191413,0.0409351036590162,-0.0233296021113358,0.135556661019937,-0.195538967606995,-0.175533855492535,-0.0432386033705569,0.0749397555896525,0.0275310413119879,0.0636100855337861,-0.246750241723926,-0.254434249049937,0.0458399048204189,0.10514676957967
"CC_f_064",0.0152982404414824,-0.0304563372189996,-0.0702525575163916,0.0279012054416818,-0.0713897230856583,0.142357516873883,-0.0453069940335882,0.259534787320455,-0.00699936621800501,0.070767463720912,0.0326455287765736,-0.0470404993180532,0.0274281539959347,-0.400648749638952,-0.0127365900786333,-0.0343459670233365,-0.0926006877624103,-0.101107317271171,0.161129497369214,-0.101307763160344
"CC_f_066",0.00670655453852829,-0.164142624007734,0.0460053208433778,0.183701828705202,-0.0571086051457929,0.144363666536126,0.0422644693268546,-0.105895410078012,0.0250260631569362,-0.320694005791061,-0.020044028064926,-0.00617981121661614,-0.0428550931727949,0.0847218161117852,0.18474763752206,-0.0501042569347213,0.160008136072369,0.255430979955588,-0.299451608113023,0.011171835521593
"CC_f_067",-0.148406558080214,0.1106807187292,-0.00972592258001463,0.114595725625806,-0.0238701403923263,-0.0977763067356296,-0.146552829821434,-0.0711937211160377,0.0451666281869319,-0.251547451902285,-0.0265628045579013,-0.103002809255783,-0.0592509785921937,-0.412710759366684,0.0147922058415575,-0.493490398383216,0.593361504585995,0.606919498476865,-0.0933206969304445,0.0371045241808111
"CC_f_074",-0.0476398400784888,0.000970610029552151,0.0656809244836878,0.207657670338197,0.048870212196446,0.0588903052700367,-0.115036444244907,-0.0319353167783246,0.0536782584115945,0.249286002814451,-0.0563292513225462,-0.121036704979996,0.0428667354068866,0.0663695241894498,-0.336236027203375,0.000562688796444945,0.0572522402643213,-0.094332091357651,-0.0106576569737433,-0.140696526109611
"CC_f_076",0.0159443938714283,0.12170708806394,-0.020797443521544,0.0619297967557446,0.016736644787848,0.0951166967775635,0.026374034773901,-0.216761148239423,0.115597592104692,0.043681308925671,-0.11639683616326,-0.389829080121397,-0.0153496243318603,-0.110531603227654,-0.108731128691261,-0.0462031120241306,0.00356712404440287,0.262967786504176,0.0422334742032388,0.0593519862138612
"CC_f_080",-0.0946409020351912,-0.122460029736147,-0.047085481501591,0.0726179121635732,-0.0822364408883142,0.427739409442712,0.000790384602202355,0.220306116895042,-0.00773347996056585,-0.106732702742227,0.361639776829306,-0.539695538769901,0.116728058244597,0.185433458708712,0.0450982344132849,0.159669740199403,-0.0226263381301098,-0.243864504017191,-0.154475486130827,-0.0641552029623853
"CC_f_083",0.0428810651431375,0.0569141957515182,0.0766649066858801,-0.318287171144304,-0.103924218704255,0.0871614113960496,0.0525787114063165,0.0341360010800084,0.233362589971629,0.0963357213387072,-0.0508773764864694,0.168389279512922,-0.22829578479828,-0.0534296291816828,0.139269442027507,0.107202935920404,-0.0304588275011987,-0.257367186269359,0.0612900562456992,-0.133744685191229
"CC_f_084",-0.0688339493308326,0.0940183609447264,-0.111893015262742,0.111605384934784,0.211138802165816,-0.239754117751355,-0.13865012675872,-0.123041301266401,0.175116310513039,-0.169532155009175,0.0235522550188668,-0.00473503254452383,-0.00616714660504944,0.0241998804955787,0.0507479829156638,-0.0910973354824065,0.0282793479637516,-0.13778248357828,-0.0240091281203648,0.144748897414685
"CC_f_085",-0.150675446444058,-0.0651115179862396,0.102473600546921,-0.158767992876665,-0.0906765026333418,0.119145119278398,0.0375463939923002,-0.189188769913672,0.334120617692809,-0.0635708029148415,-0.224654627825039,0.221358470598485,-0.1373693211872,-0.502138825791584,0.0552261276464841,-0.592299283443465,0.338053370013669,0.588875967752399,-0.236567407796099,0.120053825483655
"CC_f_093",0.080408262903044,0.0817378011462643,0.2529548384172,0.0843433007132937,0.0582816979215844,-0.00266768678054501,0.00596935426015748,-0.15775067359499,-0.0482969015167083,0.106457490980425,-0.157728817524544,-0.0660523688163017,0.0799646982118706,-0.0134876080886139,-0.21799293594966,0.0751919922790321,0.201325641534951,-0.064525196596967,-0.0330551615177153,0.0674885798670104
"CC_f_104",-0.00312405522554865,0.0981498025241589,-0.100958310458595,0.00100007640301782,-0.0733339745041605,-0.0215252199039437,-0.0174005209465784,0.00151727685782347,0.021307522535447,-0.128895161506209,-0.0477247069491921,0.00245084609344218,-0.036056089310841,-0.472788759528537,-0.10768768487225,-0.346104585845588,0.358049461301965,0.0860691915208073,0.172910910305093,-0.0702471164954046
"CC_f_105",-0.0320821559977778,-0.0182414959469725,0.0194619976390138,-0.0408227325313218,-0.0497033845483147,-0.0785937755798136,0.093989161014674,-0.177724205384351,0.157701113784352,-0.222565307553573,-0.0408064027054372,0.163228702192581,0.00669444031732861,0.0220732858454751,-0.0351464483692413,-0.0738826321566328,0.111029562889897,0.5117588724342,-0.0584796005004382,0.0508595316869757
"CC_f_107",-0.0868496701079477,0.156496182943241,-0.0462752996053114,0.136643950026637,-0.137493627206709,-0.0336397264533014,0.00532319890920301,0.0580554655025946,0.14265497220446,-0.103738943141775,-0.0383525770367041,-0.289630819683123,-0.0366326543996459,-0.230873657867744,0.064203722105703,-0.168088106742272,0.412064073093784,0.439188013034201,-0.121898237626463,0.104184948039998
"CC_f_111",0.00226136459895495,-0.73167363664253,-0.0478334202971886,0.00438090776607823,-0.0388996905814922,0.0296994176585237,0.282136734795848,0.263795921459923,0.06329379204681,-0.205320105726891,0.0355843760916405,0.243492591840061,-0.0753676963874496,0.0674465686419666,0.110062856545906,0.243024547430858,0.116220885396058,0.0643112199913694,-0.478693317143928,0.0751194023111648
"CC_f_115",-0.117325605793768,0.0820537538494798,0.0514684680811686,0.0420433367661749,0.0298455457451905,-0.252719622110783,-0.217341366633037,-0.0734067930182164,0.231858492879172,-0.119773729706908,-0.0354441893544767,-0.17513544157172,-0.0126987166659519,-0.313709883843994,-0.0188695147308394,-0.188424022852141,-0.0241355606725864,0.49298916179396,-0.147492754825139,0.410641332928467
"CC_f_117",-0.0111942937309207,0.0999873551678824,0.132040022355628,0.046088678160924,0.0868197669783039,-0.176661304364894,0.0554097810116144,-0.0223351926004497,-0.0827431634525214,-0.00221388301724848,-0.0720646233937464,0.0401076663555838,0.0498399673132325,0.141360192235843,0.121073747669227,0.11304118865377,-0.16148167137396,-0.158072294680023,-0.0659414218565654,-0.0179075616238842
"CC_f_125",-0.00291925563843435,0.0500544884588513,-0.120706526095189,0.0388601654998264,-0.16469913740868,0.101851716343764,0.221622663782517,-0.0367556349033137,-0.0513227220103604,0.000146522171314437,0.0142033136721766,-0.0591546164734836,-0.0196035915333551,-0.141457447660466,-0.0650782276555701,-0.0528511058134605,0.240465650135089,0.0347084895152995,-0.0975899702671667,-0.000170342989934071
"CC_f_127",0.138239918867649,-0.0632562985375563,0.181021347036744,-0.194721714482583,-0.0555766183134778,0.054534499163695,0.0295839582753628,-0.111467342776989,-0.308924947094296,0.00800199578678164,-0.0378633891101101,0.262896570570326,0.153565492792719,0.0101402801862969,0.128454575777528,-0.0316753694174687,-0.0218913789985547,-0.0909772850405024,0.0131848448301159,-0.106420309820215
